plavisca_feature	reference_biotype	description	author_present	classification	evidence_basis
PVP01-0417000	protein_coding_gene	serine-repeat antigen 3 (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417100	protein_coding_gene	serine-repeat antigen 1 (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417200	protein_coding_gene	serine-repeat antigen 5 (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417300	protein_coding_gene	serine-repeat antigen 4 (SERA)	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0417400	pseudogene	serine-repeat antigen 4 (SERA)%2C pseudogene	FALSE	not_part_of_author_reference	Author workflow (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L33-37, _2.Rmd L33-37) builds gene.info via pv.gff %>% filter(type == "protein_coding_gene") and subsets the kallisto matrix to rownames(mat) %in% gene.info$ID before CreateSeuratObject(). This categorically and permanently excludes all ncRNA_gene/pseudogene features from the author matrix by construction, independent of GFF release version. Confirmed: 0/103 ncRNA_gene and 0/185 pseudogene PlaViSca features are present in the author matrix (100% consistent with this rule).
PVP01-0417500	protein_coding_gene	serine-repeat antigen (SERA)%2C truncated	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417600	protein_coding_gene	serine-repeat antigen 5 (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417700	protein_coding_gene	serine-repeat antigen (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417800	protein_coding_gene	serine-repeat antigen (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0417900	protein_coding_gene	serine-repeat antigen (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418000	protein_coding_gene	serine-repeat antigen (SERA)	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0418100	protein_coding_gene	iron-sulfur assembly protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418200	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418300	protein_coding_gene	merozoite surface protein 4	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418400	protein_coding_gene	merozoite surface protein 5	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418500	protein_coding_gene	adenylosuccinate lyase	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418600	protein_coding_gene	DNA-directed RNA polymerase III subunit RPC10%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418700	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418800	protein_coding_gene	pentafunctional AROM polypeptide%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0418900	protein_coding_gene	pantothenate transporter%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419000	protein_coding_gene	cysteine desulfuration protein SufE	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419100	protein_coding_gene	DNA repair protein RAD2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419200	protein_coding_gene	26S proteasome regulatory subunit RPN1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419300	protein_coding_gene	PH domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419400	protein_coding_gene	RNA-binding protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419500	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419600	protein_coding_gene	DNA-directed RNA polymerase II 16 kDa subunit%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419700	protein_coding_gene	PCI domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0419900	protein_coding_gene	MORN repeat protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420000	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420100	protein_coding_gene	conserved Plasmodium protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0420200	protein_coding_gene	2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase%2C mitochondrial%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420300	protein_coding_gene	3'-5' exonuclease%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420400	protein_coding_gene	hexose transporter	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420500	protein_coding_gene	5'-3' exonuclease%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420600	protein_coding_gene	aspartate aminotransferase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420700	protein_coding_gene	dynein light chain%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0420900	protein_coding_gene	translocation protein SEC66%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0421000	protein_coding_gene	Sel1 repeat-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0421100	protein_coding_gene	condensin-2 complex subunit H2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0421200	protein_coding_gene	5'-3' exonuclease%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0421300	protein_coding_gene	WD repeat-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0421400	protein_coding_gene	protein MAK16%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
